SystemCodeNumber,Capacity,Occupancy,LastUpdated,occupancy_rate
BHMNCPNHS01,500,298,2016-10-07 15:04:30,0.596
BHMNCPNST01,485,267,2016-10-07 15:04:30,0.5505154639175258
BHMNCPPLS01,450,97,2016-10-07 15:04:30,0.21555555555555556
BHMNCPRAN01,600,385,2016-10-07 15:04:30,0.6416666666666667
Broad Street,690,515,2016-10-07 15:04:30,0.7463768115942029
NIA Car Parks,1268,171,2016-10-07 15:04:30,0.13485804416403785
NIA South,788,171,2016-10-07 15:04:30,0.217005076142132
Others-CCCPS105a,2009,1222,2016-10-07 15:04:30,0.6082628173220508
Others-CCCPS119a,2803,434,2016-10-07 15:04:30,0.15483410631466285
Others-CCCPS133,4675,1162,2016-10-07 15:04:30,0.24855614973262033
Others-CCCPS135a,3883,2355,2016-10-07 15:04:30,0.6064898274530003
Others-CCCPS202,2937,1042,2016-10-07 15:04:30,0.3547837929860402
Others-CCCPS8,1322,624,2016-10-07 15:04:30,0.4720121028744327
Others-CCCPS98,3103,1039,2016-10-07 15:04:30,0.3348372542700612
Shopping,1920,1180,2016-10-07 15:04:30,0.6145833333333334
BHMNCPRAN01,600,377,2016-10-07 15:24:31,0.6283333333333333
BHMBCCMKT01,577,159,2016-10-07 15:30:32,0.2755632582322357
BHMBCCPST01,317,180,2016-10-07 15:30:32,0.5678233438485805
BHMBCCSNH01,863,462,2016-10-07 15:30:32,0.5353418308227115
BHMBCCTHL01,387,253,2016-10-07 15:30:32,0.6537467700258398
BHMEURBRD01,470,333,2016-10-07 15:30:32,0.7085106382978723
BHMEURBRD02,220,162,2016-10-07 15:30:32,0.7363636363636363
BHMMBMMBX01,687,582,2016-10-07 15:30:32,0.8471615720524017
BHMNCPHST01,1200,616,2016-10-07 15:30:32,0.5133333333333333
BHMNCPLDH01,720,514,2016-10-07 15:30:32,0.7138888888888889
BHMNCPNHS01,500,285,2016-10-07 15:30:32,0.57
BHMNCPNST01,485,256,2016-10-07 15:30:32,0.5278350515463918
BHMNCPPLS01,450,93,2016-10-07 15:30:32,0.20666666666666667
Broad Street,690,495,2016-10-07 15:30:32,0.717391304347826
NIA Car Parks,1268,165,2016-10-07 15:30:32,0.13012618296529968
NIA South,788,165,2016-10-07 15:30:32,0.20939086294416243
Others-CCCPS105a,2009,1184,2016-10-07 15:30:32,0.5893479342956695
Others-CCCPS119a,2803,420,2016-10-07 15:30:32,0.14983945772386728
Others-CCCPS133,4675,1131,2016-10-07 15:30:32,0.24192513368983956
Others-CCCPS135a,3883,2254,2016-10-07 15:30:32,0.580479011073912
Others-CCCPS202,2937,1004,2016-10-07 15:30:32,0.34184542049710587
Others-CCCPS8,1322,602,2016-10-07 15:30:32,0.45537065052950076
Others-CCCPS98,3103,1005,2016-10-07 15:30:32,0.323880116016758
Shopping,1920,1130,2016-10-07 15:30:32,0.5885416666666666
BHMBCCMKT01,577,158,2016-10-07 15:57:31,0.2738301559792028
BHMBCCPST01,317,172,2016-10-07 15:57:31,0.5425867507886435
BHMBCCSNH01,863,439,2016-10-07 15:57:31,0.5086906141367323
BHMBCCTHL01,387,240,2016-10-07 15:57:31,0.6201550387596899
BHMEURBRD01,470,324,2016-10-07 15:57:31,0.6893617021276596
BHMEURBRD02,220,151,2016-10-07 15:57:31,0.6863636363636364
BHMMBMMBX01,687,542,2016-10-07 15:57:31,0.7889374090247453
BHMNCPHST01,1200,586,2016-10-07 15:57:31,0.48833333333333334
BHMNCPLDH01,720,465,2016-10-07 15:57:31,0.6458333333333334
BHMNCPNHS01,500,278,2016-10-07 15:57:31,0.556
BHMNCPNST01,485,239,2016-10-07 15:57:31,0.4927835051546392
BHMNCPPLS01,450,85,2016-10-07 15:57:31,0.18888888888888888
BHMNCPRAN01,600,355,2016-10-07 15:57:31,0.5916666666666667
Broad Street,690,475,2016-10-07 15:57:31,0.6884057971014492
NIA Car Parks,1268,153,2016-10-07 15:57:31,0.12066246056782334
NIA South,788,153,2016-10-07 15:57:31,0.19416243654822335
Others-CCCPS105a,2009,1106,2016-10-07 15:57:31,0.5505226480836237
Others-CCCPS119a,2803,395,2016-10-07 15:57:31,0.1409204423831609
Others-CCCPS133,4675,1066,2016-10-07 15:57:31,0.22802139037433156
Others-CCCPS135a,3883,2123,2016-10-07 15:57:31,0.546742209631728
Others-CCCPS202,2937,959,2016-10-07 15:57:31,0.3265236636023153
Others-CCCPS8,1322,564,2016-10-07 15:57:31,0.4266263237518911
Others-CCCPS98,3103,936,2016-10-07 15:57:31,0.30164357073799547
Shopping,1920,1051,2016-10-07 15:57:31,0.5473958333333333
BHMBCCMKT01,577,132,2016-10-07 16:30:29,0.22876949740034663
BHMBCCPST01,317,158,2016-10-07 16:30:29,0.49842271293375395
BHMBCCSNH01,863,367,2016-10-07 16:30:29,0.42526071842410196
BHMBCCTHL01,387,216,2016-10-07 16:30:29,0.5581395348837209
BHMEURBRD01,470,298,2016-10-07 16:30:29,0.6340425531914894
BHMEURBRD02,220,136,2016-10-07 16:30:29,0.6181818181818182
BHMMBMMBX01,687,535,2016-10-07 16:30:29,0.7787481804949054
BHMNCPHST01,1200,503,2016-10-07 16:30:29,0.4191666666666667
BHMNCPLDH01,720,403,2016-10-07 16:30:29,0.5597222222222222
BHMNCPNHS01,500,243,2016-10-07 16:30:29,0.486
BHMNCPNST01,485,236,2016-10-07 16:30:29,0.4865979381443299
BHMNCPPLS01,450,79,2016-10-07 16:30:29,0.17555555555555555
BHMNCPRAN01,600,314,2016-10-07 16:30:29,0.5233333333333333
Broad Street,690,434,2016-10-07 16:30:29,0.6289855072463768
NIA Car Parks,1268,124,2016-10-07 16:30:29,0.09779179810725552
NIA South,788,128,2016-10-07 16:30:29,0.16243654822335024
Others-CCCPS105a,2009,1066,2016-10-07 16:30:29,0.5306122448979592
Others-CCCPS119a,2803,341,2016-10-07 16:30:29,0.1216553692472351
Others-CCCPS133,4675,1050,2016-10-07 16:30:29,0.22459893048128343
Others-CCCPS135a,3883,1830,2016-10-07 16:30:29,0.47128508884882825
Others-CCCPS202,2937,886,2016-10-07 16:30:29,0.30166836908409944
Others-CCCPS8,1322,531,2016-10-07 16:30:29,0.4016641452344932
Others-CCCPS98,3103,896,2016-10-07 16:30:29,0.2887528198517564
Shopping,1920,906,2016-10-07 16:30:29,0.471875
BHMNCPPLS01,450,35,2016-10-08 07:30:33,0.07777777777777778
BHMNCPHST01,1200,111,2016-10-08 07:50:33,0.0925
BHMNCPRAN01,600,141,2016-10-08 07:50:33,0.235
BHMBCCMKT01,577,58,2016-10-08 07:57:38,0.10051993067590988
BHMBCCPST01,317,89,2016-10-08 07:57:38,0.2807570977917981
BHMBCCSNH01,863,74,2016-10-08 07:57:38,0.08574739281575898
BHMBCCTHL01,387,56,2016-10-08 07:57:38,0.14470284237726097
BHMEURBRD01,470,52,2016-10-08 07:57:38,0.11063829787234042
BHMEURBRD02,220,30,2016-10-08 07:57:38,0.13636363636363635
BHMMBMMBX01,687,392,2016-10-08 07:57:38,0.5705967976710334
BHMNCPLDH01,720,191,2016-10-08 07:57:38,0.2652777777777778
BHMNCPNST01,485,206,2016-10-08 07:57:38,0.4247422680412371
Broad Street,690,82,2016-10-08 07:57:38,0.11884057971014493
NIA Car Parks,1268,30,2016-10-08 07:57:38,0.02365930599369085
NIA South,788,21,2016-10-08 07:57:38,0.0266497461928934
Others-CCCPS105a,2009,691,2016-10-08 07:57:38,0.3439522150323544
Others-CCCPS119a,2803,86,2016-10-08 07:57:38,0.03068141277202997
Others-CCCPS133,4675,835,2016-10-08 07:57:38,0.1786096256684492
Others-CCCPS135a,3883,524,2016-10-08 07:57:38,0.1349472057687355
Others-CCCPS202,2937,343,2016-10-08 07:57:38,0.11678583588695948
Others-CCCPS8,1322,299,2016-10-08 07:57:38,0.22617246596066565
Others-CCCPS98,3103,628,2016-10-08 07:57:38,0.20238478891395423
Shopping,1920,304,2016-10-08 07:57:38,0.15833333333333333
BHMNCPPLS01,450,37,2016-10-08 08:24:34,0.08222222222222222
BHMBCCMKT01,577,61,2016-10-08 08:30:37,0.10571923743500866
BHMBCCPST01,317,98,2016-10-08 08:30:37,0.30914826498422715
BHMBCCSNH01,863,84,2016-10-08 08:30:37,0.09733487833140209
BHMBCCTHL01,387,70,2016-10-08 08:30:37,0.18087855297157623
BHMEURBRD01,470,54,2016-10-08 08:30:37,0.1148936170212766
BHMEURBRD02,220,32,2016-10-08 08:30:37,0.14545454545454545
BHMMBMMBX01,687,393,2016-10-08 08:30:37,0.5720524017467249
BHMNCPHST01,1200,125,2016-10-08 08:30:37,0.10416666666666667
BHMNCPLDH01,720,212,2016-10-08 08:30:37,0.29444444444444445
BHMNCPNST01,485,211,2016-10-08 08:30:37,0.4350515463917526
BHMNCPRAN01,600,147,2016-10-08 08:30:37,0.245
Broad Street,690,86,2016-10-08 08:30:37,0.1246376811594203
NIA Car Parks,1268,40,2016-10-08 08:30:37,0.031545741324921134
NIA South,788,25,2016-10-08 08:30:37,0.031725888324873094
Others-CCCPS105a,2009,711,2016-10-08 08:30:37,0.35390741662518665
Others-CCCPS119a,2803,110,2016-10-08 08:30:37,0.0392436674991081
Others-CCCPS133,4675,841,2016-10-08 08:30:37,0.17989304812834225
Others-CCCPS135a,3883,577,2016-10-08 08:30:37,0.14859644604687097
Others-CCCPS202,2937,367,2016-10-08 08:30:37,0.12495743956418114
Others-CCCPS8,1322,318,2016-10-08 08:30:37,0.2405446293494705
Others-CCCPS98,3103,644,2016-10-08 08:30:37,0.20754108926844989
Shopping,1920,337,2016-10-08 08:30:37,0.17552083333333332
BHMBCCMKT01,577,75,2016-10-08 08:57:34,0.12998266897746968
BHMBCCPST01,317,110,2016-10-08 08:57:34,0.3470031545741325
BHMBCCSNH01,863,97,2016-10-08 08:57:34,0.11239860950173812
BHMBCCTHL01,387,92,2016-10-08 08:57:34,0.23772609819121446
BHMEURBRD01,470,61,2016-10-08 08:57:34,0.12978723404255318
BHMEURBRD02,220,32,2016-10-08 08:57:34,0.14545454545454545
BHMMBMMBX01,687,400,2016-10-08 08:57:34,0.5822416302765647
BHMNCPHST01,1200,149,2016-10-08 08:57:34,0.12416666666666666
BHMNCPLDH01,720,248,2016-10-08 08:57:34,0.34444444444444444
BHMNCPNST01,485,217,2016-10-08 08:57:34,0.44742268041237115
BHMNCPPLS01,450,48,2016-10-08 08:57:34,0.10666666666666667
BHMNCPRAN01,600,158,2016-10-08 08:57:34,0.2633333333333333
Broad Street,690,93,2016-10-08 08:57:34,0.13478260869565217
NIA Car Parks,1268,57,2016-10-08 08:57:34,0.044952681388012616
NIA South,788,38,2016-10-08 08:57:34,0.048223350253807105
Others-CCCPS105a,2009,757,2016-10-08 08:57:34,0.37680438028870084
Others-CCCPS119a,2803,149,2016-10-08 08:57:34,0.053157331430610064
Others-CCCPS133,4675,865,2016-10-08 08:57:34,0.18502673796791444
Others-CCCPS135a,3883,662,2016-10-08 08:57:34,0.17048673705897502
Others-CCCPS202,2937,402,2016-10-08 08:57:34,0.13687436159346272
Others-CCCPS8,1322,357,2016-10-08 08:57:34,0.2700453857791225
Others-CCCPS98,3103,674,2016-10-08 08:57:34,0.21720915243312924
Shopping,1920,397,2016-10-08 08:57:34,0.20677083333333332
BHMBCCMKT01,577,104,2016-10-08 09:30:37,0.18024263431542462
BHMBCCPST01,317,121,2016-10-08 09:30:37,0.38170347003154576
BHMBCCSNH01,863,135,2016-10-08 09:30:37,0.1564310544611819
BHMBCCTHL01,387,128,2016-10-08 09:30:37,0.330749354005168
BHMEURBRD01,470,60,2016-10-08 09:30:37,0.1276595744680851
BHMEURBRD02,220,31,2016-10-08 09:30:37,0.1409090909090909
BHMMBMMBX01,687,421,2016-10-08 09:30:37,0.6128093158660844
BHMNCPHST01,1200,177,2016-10-08 09:30:37,0.1475
BHMNCPLDH01,720,278,2016-10-08 09:30:37,0.3861111111111111
BHMNCPNST01,485,214,2016-10-08 09:30:37,0.44123711340206184
BHMNCPPLS01,450,59,2016-10-08 09:30:37,0.13111111111111112
BHMNCPRAN01,600,164,2016-10-08 09:30:37,0.2733333333333333
Broad Street,690,91,2016-10-08 09:30:37,0.1318840579710145
NIA Car Parks,1268,67,2016-10-08 09:30:37,0.0528391167192429
NIA South,788,46,2016-10-08 09:30:37,0.0583756345177665
Others-CCCPS105a,2009,822,2016-10-08 09:30:37,0.4091587854654057
Others-CCCPS119a,2803,195,2016-10-08 09:30:37,0.06956831965750981
Others-CCCPS133,4675,894,2016-10-08 09:30:37,0.19122994652406416
Others-CCCPS135a,3883,763,2016-10-08 09:30:37,0.19649755343806335
Others-CCCPS202,2937,433,2016-10-08 09:30:37,0.1474293496765407
Others-CCCPS8,1322,401,2016-10-08 09:30:37,0.3033282904689864
Others-CCCPS98,3103,702,2016-10-08 09:30:37,0.22623267805349662
Shopping,1920,455,2016-10-08 09:30:37,0.23697916666666666
BHMBCCMKT01,577,158,2016-10-08 10:04:34,0.2738301559792028
BHMBCCPST01,317,138,2016-10-08 10:04:34,0.4353312302839117
BHMBCCSNH01,863,188,2016-10-08 10:04:34,0.21784472769409038
BHMBCCTHL01,387,170,2016-10-08 10:04:34,0.4392764857881137
BHMEURBRD01,470,63,2016-10-08 10:04:34,0.13404255319148936
BHMEURBRD02,220,32,2016-10-08 10:04:34,0.14545454545454545
BHMMBMMBX01,687,431,2016-10-08 10:04:34,0.6273653566229985
BHMNCPHST01,1200,227,2016-10-08 10:04:34,0.18916666666666668
BHMNCPLDH01,720,305,2016-10-08 10:04:34,0.4236111111111111
BHMNCPNST01,485,216,2016-10-08 10:04:34,0.44536082474226807
BHMNCPPLS01,450,74,2016-10-08 10:04:34,0.16444444444444445
BHMNCPRAN01,600,172,2016-10-08 10:04:34,0.2866666666666667
Broad Street,690,95,2016-10-08 10:04:34,0.13768115942028986
NIA Car Parks,1268,86,2016-10-08 10:04:34,0.06782334384858044
NIA South,788,64,2016-10-08 10:04:34,0.08121827411167512
Others-CCCPS105a,2009,891,2016-10-08 10:04:34,0.4435042309606769
Others-CCCPS119a,2803,256,2016-10-08 10:04:34,0.09133071708883339
Others-CCCPS133,4675,921,2016-10-08 10:04:34,0.19700534759358287
Others-CCCPS135a,3883,907,2016-10-08 10:04:34,0.23358228174092197
Others-CCCPS202,2937,481,2016-10-08 10:04:34,0.163772557030984
Others-CCCPS8,1322,460,2016-10-08 10:04:34,0.34795763993948564
Others-CCCPS98,3103,733,2016-10-08 10:04:34,0.23622300999033194
Shopping,1920,532,2016-10-08 10:04:34,0.27708333333333335
BHMBCCMKT01,577,191,2016-10-08 10:30:34,0.3310225303292894
BHMBCCPST01,317,152,2016-10-08 10:30:34,0.4794952681388013
BHMBCCSNH01,863,216,2016-10-08 10:30:34,0.25028968713789107
BHMBCCTHL01,387,198,2016-10-08 10:30:34,0.5116279069767442
BHMEURBRD01,470,76,2016-10-08 10:30:34,0.16170212765957448
BHMEURBRD02,220,32,2016-10-08 10:30:34,0.14545454545454545
BHMMBMMBX01,687,442,2016-10-08 10:30:34,0.6433770014556041
BHMNCPHST01,1200,262,2016-10-08 10:30:34,0.21833333333333332
BHMNCPLDH01,720,322,2016-10-08 10:30:34,0.44722222222222224
BHMNCPNST01,485,212,2016-10-08 10:30:34,0.43711340206185567
BHMNCPPLS01,450,78,2016-10-08 10:30:34,0.17333333333333334
BHMNCPRAN01,600,182,2016-10-08 10:30:34,0.30333333333333334
Broad Street,690,108,2016-10-08 10:30:34,0.1565217391304348
NIA Car Parks,1268,105,2016-10-08 10:30:34,0.08280757097791798
NIA South,788,83,2016-10-08 10:30:34,0.10532994923857868
Others-CCCPS105a,2009,930,2016-10-08 10:30:34,0.46291687406669985
Others-CCCPS119a,2803,303,2016-10-08 10:30:34,0.1080984659293614
Others-CCCPS133,4675,932,2016-10-08 10:30:34,0.1993582887700535
Others-CCCPS135a,3883,1001,2016-10-08 10:30:34,0.2577903682719547
Others-CCCPS202,2937,518,2016-10-08 10:30:34,0.17637044603336738
Others-CCCPS8,1322,488,2016-10-08 10:30:34,0.3691376701966717
Others-CCCPS98,3103,759,2016-10-08 10:30:34,0.24460199806638735
Shopping,1920,584,2016-10-08 10:30:34,0.30416666666666664
BHMBCCMKT01,577,223,2016-10-08 10:57:34,0.38648180242634317
BHMBCCPST01,317,177,2016-10-08 10:57:34,0.5583596214511041
BHMBCCSNH01,863,239,2016-10-08 10:57:34,0.2769409038238702
BHMBCCTHL01,387,216,2016-10-08 10:57:34,0.5581395348837209
BHMEURBRD01,470,88,2016-10-08 10:57:34,0.18723404255319148
BHMEURBRD02,220,30,2016-10-08 10:57:34,0.13636363636363635
BHMMBMMBX01,687,446,2016-10-08 10:57:34,0.6491994177583698
BHMNCPHST01,1200,289,2016-10-08 10:57:34,0.24083333333333334
BHMNCPLDH01,720,337,2016-10-08 10:57:34,0.46805555555555556
BHMNCPNST01,485,209,2016-10-08 10:57:34,0.4309278350515464
BHMNCPPLS01,450,84,2016-10-08 10:57:34,0.18666666666666668
BHMNCPRAN01,600,183,2016-10-08 10:57:34,0.305
Broad Street,690,118,2016-10-08 10:57:34,0.17101449275362318
NIA Car Parks,1268,133,2016-10-08 10:57:34,0.10488958990536278
NIA South,788,113,2016-10-08 10:57:34,0.1434010152284264
Others-CCCPS105a,2009,955,2016-10-08 10:57:34,0.4753608760577402
Others-CCCPS119a,2803,349,2016-10-08 10:57:34,0.12450945415626115
Others-CCCPS133,4675,939,2016-10-08 10:57:34,0.20085561497326204
Others-CCCPS135a,3883,1069,2016-10-08 10:57:34,0.2753026010816379
Others-CCCPS202,2937,543,2016-10-08 10:57:34,0.18488253319713993
Others-CCCPS8,1322,509,2016-10-08 10:57:34,0.38502269288956126
Others-CCCPS98,3103,788,2016-10-08 10:57:34,0.25394779245891075
Shopping,1920,626,2016-10-08 10:57:34,0.3260416666666667
BHMBCCMKT01,577,254,2016-10-08 11:30:38,0.44020797227036396
BHMBCCPST01,317,196,2016-10-08 11:30:38,0.6182965299684543
BHMBCCSNH01,863,284,2016-10-08 11:30:38,0.3290845886442642
BHMBCCTHL01,387,233,2016-10-08 11:30:38,0.6020671834625323
BHMEURBRD01,470,97,2016-10-08 11:30:38,0.20638297872340425
BHMEURBRD02,220,22,2016-10-08 11:30:38,0.1
BHMMBMMBX01,687,457,2016-10-08 11:30:38,0.6652110625909753
BHMNCPHST01,1200,337,2016-10-08 11:30:38,0.2808333333333333
BHMNCPLDH01,720,364,2016-10-08 11:30:38,0.5055555555555555
BHMNCPNST01,485,206,2016-10-08 11:30:38,0.4247422680412371
BHMNCPPLS01,450,91,2016-10-08 11:30:38,0.20222222222222222
BHMNCPRAN01,600,184,2016-10-08 11:30:38,0.30666666666666664
Broad Street,690,119,2016-10-08 11:30:38,0.17246376811594202
NIA Car Parks,1268,155,2016-10-08 11:30:38,0.1222397476340694
NIA South,788,137,2016-10-08 11:30:38,0.17385786802030456
Others-CCCPS105a,2009,987,2016-10-08 11:30:38,0.4912891986062718
Others-CCCPS119a,2803,388,2016-10-08 11:30:38,0.13842311808776311
Others-CCCPS133,4675,954,2016-10-08 11:30:38,0.20406417112299466
Others-CCCPS135a,3883,1190,2016-10-08 11:30:38,0.3064640741694566
Others-CCCPS202,2937,558,2016-10-08 11:30:38,0.18998978549540346
Others-CCCPS8,1322,530,2016-10-08 11:30:38,0.4009077155824508
Others-CCCPS98,3103,818,2016-10-08 11:30:38,0.2636158556235901
Shopping,1920,701,2016-10-08 11:30:38,0.3651041666666667
BHMNCPRAN01,600,192,2016-10-08 11:57:34,0.32
BHMBCCMKT01,577,306,2016-10-08 12:04:34,0.5303292894280762
BHMBCCPST01,317,216,2016-10-08 12:04:34,0.6813880126182965
BHMBCCSNH01,863,336,2016-10-08 12:04:34,0.38933951332560834
BHMBCCTHL01,387,253,2016-10-08 12:04:34,0.6537467700258398
BHMEURBRD01,470,103,2016-10-08 12:04:34,0.21914893617021278
BHMEURBRD02,220,23,2016-10-08 12:04:34,0.10454545454545454
BHMMBMMBX01,687,478,2016-10-08 12:04:34,0.6957787481804949
BHMNCPHST01,1200,371,2016-10-08 12:04:34,0.30916666666666665
BHMNCPLDH01,720,392,2016-10-08 12:04:34,0.5444444444444444
BHMNCPNST01,485,206,2016-10-08 12:04:34,0.4247422680412371
BHMNCPPLS01,450,110,2016-10-08 12:04:34,0.24444444444444444
Broad Street,690,126,2016-10-08 12:04:34,0.1826086956521739
NIA Car Parks,1268,175,2016-10-08 12:04:34,0.13801261829652997
NIA South,788,159,2016-10-08 12:04:34,0.2017766497461929
Others-CCCPS105a,2009,1047,2016-10-08 12:04:34,0.5211548033847685
Others-CCCPS119a,2803,428,2016-10-08 12:04:34,0.15269354263289334
Others-CCCPS133,4675,994,2016-10-08 12:04:34,0.21262032085561497
Others-CCCPS135a,3883,1313,2016-10-08 12:04:34,0.33814061292814834
Others-CCCPS202,2937,585,2016-10-08 12:04:34,0.19918283963227784
Others-CCCPS8,1322,569,2016-10-08 12:04:34,0.43040847201210286
Others-CCCPS98,3103,859,2016-10-08 12:04:34,0.2768288752819852
Shopping,1920,763,2016-10-08 12:04:34,0.39739583333333334
BHMNCPNST01,485,212,2016-10-08 12:24:39,0.43711340206185567
BHMBCCMKT01,577,320,2016-10-08 12:30:36,0.5545927209705372
BHMBCCPST01,317,249,2016-10-08 12:30:36,0.7854889589905363
BHMBCCSNH01,863,368,2016-10-08 12:30:36,0.4264194669756663
BHMBCCTHL01,387,270,2016-10-08 12:30:36,0.6976744186046512
BHMEURBRD01,470,102,2016-10-08 12:30:36,0.2170212765957447
BHMEURBRD02,220,25,2016-10-08 12:30:36,0.11363636363636363
BHMMBMMBX01,687,497,2016-10-08 12:30:36,0.7234352256186317
BHMNCPHST01,1200,394,2016-10-08 12:30:36,0.3283333333333333
BHMNCPLDH01,720,411,2016-10-08 12:30:36,0.5708333333333333
BHMNCPPLS01,450,123,2016-10-08 12:30:36,0.2733333333333333
BHMNCPRAN01,600,197,2016-10-08 12:30:36,0.3283333333333333
Broad Street,690,127,2016-10-08 12:30:36,0.18405797101449275
NIA Car Parks,1268,187,2016-10-08 12:30:36,0.1474763406940063
NIA South,788,171,2016-10-08 12:30:36,0.217005076142132
Others-CCCPS105a,2009,1104,2016-10-08 12:30:36,0.5495271279243404
Others-CCCPS119a,2803,457,2016-10-08 12:30:36,0.16303960042811275
Others-CCCPS133,4675,1034,2016-10-08 12:30:36,0.2211764705882353
Others-CCCPS135a,3883,1396,2016-10-08 12:30:36,0.35951583826937933
Others-CCCPS202,2937,611,2016-10-08 12:30:36,0.2080354102826013
Others-CCCPS8,1322,607,2016-10-08 12:30:36,0.45915279878971255
Others-CCCPS98,3103,898,2016-10-08 12:30:36,0.2893973573960683
Shopping,1920,805,2016-10-08 12:30:36,0.4192708333333333
BHMBCCMKT01,577,348,2016-10-08 13:04:39,0.6031195840554593
BHMBCCPST01,317,287,2016-10-08 13:04:39,0.9053627760252366
BHMBCCSNH01,863,405,2016-10-08 13:04:39,0.46929316338354576
BHMBCCTHL01,387,301,2016-10-08 13:04:39,0.7777777777777778
BHMEURBRD01,470,116,2016-10-08 13:04:39,0.24680851063829787
BHMEURBRD02,220,25,2016-10-08 13:04:39,0.11363636363636363
BHMMBMMBX01,687,529,2016-10-08 13:04:39,0.7700145560407569
BHMNCPHST01,1200,435,2016-10-08 13:04:39,0.3625
BHMNCPLDH01,720,420,2016-10-08 13:04:39,0.5833333333333334
BHMNCPNST01,485,225,2016-10-08 13:04:39,0.4639175257731959
BHMNCPPLS01,450,146,2016-10-08 13:04:39,0.3244444444444444
BHMNCPRAN01,600,196,2016-10-08 13:04:39,0.32666666666666666
Broad Street,690,141,2016-10-08 13:04:39,0.20434782608695654
NIA Car Parks,1268,201,2016-10-08 13:04:39,0.15851735015772872
NIA South,788,188,2016-10-08 13:04:39,0.23857868020304568
Others-CCCPS105a,2009,1201,2016-10-08 13:04:39,0.5978098556495769
Others-CCCPS119a,2803,502,2016-10-08 13:04:39,0.17909382804138424
Others-CCCPS133,4675,1100,2016-10-08 13:04:39,0.23529411764705882
Others-CCCPS135a,3883,1479,2016-10-08 13:04:39,0.38089106361061037
Others-CCCPS202,2937,667,2016-10-08 13:04:39,0.2271024855294518
Others-CCCPS8,1322,672,2016-10-08 13:04:39,0.5083207261724659
Others-CCCPS98,3103,955,2016-10-08 13:04:39,0.3077666774089591
Shopping,1920,855,2016-10-08 13:04:39,0.4453125
BHMBCCMKT01,577,357,2016-10-08 13:30:36,0.6187175043327556
BHMBCCPST01,317,309,2016-10-08 13:30:36,0.9747634069400631
BHMBCCSNH01,863,405,2016-10-08 13:30:36,0.46929316338354576
BHMBCCTHL01,387,330,2016-10-08 13:30:36,0.8527131782945736
BHMEURBRD01,470,126,2016-10-08 13:30:36,0.2680851063829787
BHMEURBRD02,220,24,2016-10-08 13:30:36,0.10909090909090909
BHMMBMMBX01,687,539,2016-10-08 13:30:36,0.784570596797671
BHMNCPHST01,1200,451,2016-10-08 13:30:36,0.37583333333333335
BHMNCPLDH01,720,424,2016-10-08 13:30:36,0.5888888888888889
BHMNCPNST01,485,240,2016-10-08 13:30:36,0.4948453608247423
BHMNCPPLS01,450,148,2016-10-08 13:30:36,0.3288888888888889
BHMNCPRAN01,600,201,2016-10-08 13:30:36,0.335
Broad Street,690,150,2016-10-08 13:30:36,0.21739130434782608
NIA Car Parks,1268,212,2016-10-08 13:30:36,0.167192429022082
NIA South,788,200,2016-10-08 13:30:36,0.25380710659898476
Others-CCCPS105a,2009,1257,2016-10-08 13:30:36,0.6256844201095072
Others-CCCPS119a,2803,542,2016-10-08 13:30:36,0.19336425258651446
Others-CCCPS133,4675,1127,2016-10-08 13:30:36,0.24106951871657753
Others-CCCPS135a,3883,1501,2016-10-08 13:30:36,0.38655678599021376
Others-CCCPS202,2937,720,2016-10-08 13:30:36,0.24514811031664965
Others-CCCPS8,1322,718,2016-10-08 13:30:36,0.5431164901664145
Others-CCCPS98,3103,991,2016-10-08 13:30:36,0.3193683532065743
